state_name,district_name,district_key,n_years,shannon_index,simpson_index,crop_richness,D0_richness,D1_exp_shannon,D2_inv_simpson,evenness_D1_D0,mean_annual_cropped_area,dominant_crop,dominant_crop_share,top3_crops_share,shannon_index_norm,simpson_index_norm,crop_richness_norm,agro_biodiversity_index,abi_category,share_cereals,share_drugs_and_narcotics,share_fiber_crops,share_fodder,share_fruits,share_oilseeds,share_pulses,share_spices,share_sugar,share_vegetable,div_key,shrug_key,method,score,n_sharing_parent_x,pc11_state_id,pc11_district_id,state_name_sh,district_name_sh,ay_n_villages,vd_n_villages,ay_total_cultivable_area_in_hac,ay_net_sown_area_in_hac,ay_net_sown_area_kharif_in_hac,ay_net_sown_area_rabi_in_hac,ay_net_sown_area_other_in_hac,ay_area_irrigated_in_hac,ay_total_unirrigated_land_area_in_h,ay_total_no_of_farmers,ay_total_no_farmers_adopted_organic,ay_no_of_farmers_using_drip_sprinkl,ay_total_hhd,ay_total_hhd_engaged_in_farm_activi,ay_total_population,ay_mandi_n,ay_regular_market_n,ay_weekly_haat_n,ay_fpo_n,ay_canal_n,ay_surface_water_n,ay_ground_water_n,ay_other_irrigation_n,ay_is_soil_testing_centre_available_n,ay_is_fertilizer_shop_available_n,ay_is_govt_seed_centre_available_n,ay_availability_of_food_storage_war_n,ay_availability_of_farm_gate_proces_n,ay_availability_of_custom_hiring_ce_n,ay_is_common_pastures_available_n,ay_livestock_ext_services_n,pc11_vd_land_nt_swn,pc11_vd_land_un_irr,pc11_vd_land_src_irr,pc11_vd_land_canal_irr,pc11_vd_land_wl_tw_irr,pc11_vd_land_tnk_lk_irr,pc11_vd_land_w_fall_irr,pc11_vd_land_oth_src_irr,pc11_vd_land_fores,pc11_vd_land_non_agri,pc11_vd_land_cur_fal,pc11_vd_land_fallow,pc11_vd_land_cult_waste,pc11_vd_land_pst_grz,pc11_vd_power_agr,pc11_vd_comm_bank,pc11_vd_coop_bank,pc11_pca_tot_p,pc11_pca_p_sc,pc11_pca_p_st,pc11_pca_main_cl_p,pc11_pca_main_al_p,pc11_pca_marg_cl_p,pc11_pca_marg_al_p,pc11_pca_tot_work_p,pc11_pca_no_hh,secc_hh,secc_unirr_land_acre_sum,secc_two_crop_acre_sum,secc_other_irr_acre_sum,secc_land_own_share,secc_sc_share,secc_st_share,secc_nco2d_cultiv_share,secc_inc_source_cultiv_share,secc_inc_source_manlab_share,secc_kisan_cc,gca_ha,nsa_ha,cropping_intensity,DEPRECATED_irr_share_gca,DEPRECATED_irr_share_nsa,DEPRECATED_vd_irr_share,ay_src_canal_vshare,ay_src_ground_vshare,ay_src_surface_vshare,ay_src_other_vshare,vd_src_canal_ashare,vd_src_tubewell_ashare,vd_src_tank_ashare,vd_src_waterfall_ashare,vd_src_othersrc_ashare,mandi_vshare,mandi_count,regular_market_vshare,regular_market_count,weekly_haat_vshare,weekly_haat_count,fpo_vshare,fpo_count,storage_vshare,storage_count,farmgate_proc_vshare,farmgate_proc_count,fert_shop_vshare,fert_shop_count,soil_test_vshare,soil_test_count,custom_hire_vshare,custom_hire_count,livestock_ext_vshare,livestock_ext_count,mean_holding_ha,gca_per_farmer_ha,organic_farmer_share,drip_farmer_share,farm_hh_share,pca_sc_share,pca_st_share,cultivator_share_agwork,agwork_share_totwork,secc_landless_share,secc_unirr_acre_per_hh,secc_twocrop_acre_per_hh,flag_low_ay_coverage,flag_no_antyodaya,flag_irr_gt_1,irr_share,irr_share_vd11,irr_share_disagree,flag_irr_source_conflict,irrigation_pct,in_analysis,flag_shared_parent,w_parent,n_sharing_parent_y,in_final
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,ANDAMAN AND NICOBAR ISLANDS|NICOBARS,17,0.5130830671868093,0.2209966180151327,11.588235294117649,11.588235294117649,1.6763939733007152,1.286570920048303,0.1496182272264961,17759.49,Coconut,0.8787580446219093,0.9684008215259758,0.1932346709989337,0.2435627446934577,0.297349709114415,0.2447,Very Low,0.0017632329333251,0.0,0.0,0.0,0.0577357265790588,0.8787752682219644,0.0004196596398021,0.058274328426164,0.0003743814450421,0.0026574027546432,ANDAMAN AND NICOBAR ISLANDS|NICOBARS,ANDAMAN NICOBAR ISLANDS|NICOBARS,exact,1.0,1.0,35.0,638.0,andaman nicobar islands,nicobars,7.0,90.0,1107.909994840622,426.4800033569336,228.98000526428223,130.479998588562,394.75,1.0,1.0,452.0,354.0,3.0,1744.0,398.0,5983.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,1049.6400032043457,3281.7900390625,0.0,0.0,0.0,0.0,0.0,0.0,2239.0799938216805,1077.690025951713,467.3699989318848,1056.9999893307686,276.98999720811844,196.030000731349,7.0,6.0,7.0,36842.0,0.0,23681.0,192.0,103.0,130.0,139.0,17125.0,9288.0,9333.0,9939.03,1033.845,1948.0339999999983,0.3150112519702698,0.0,0.219562069563147,0.0,0.4604092992481563,0.0971820405460387,0.0034286938897327,754.2100038528442,426.4800033569336,1.7684533809704177,0.0013258906602823,0.0023447758209734,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.2857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,6.0,2.4511283071695176,1.6686062032142572,0.7831858407079646,0.0066371681415929,0.2282110091743119,0.0,0.6427718364909614,0.5709219858156028,0.032934306569343,0.6849887480297302,1.0649341047894567,0.1107730633236901,True,False,False,0.5,0.0,0.5,True,,False,False,1.0,1.0,False
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,ANDAMAN AND NICOBAR ISLANDS|NORTH AND MIDDLE ANDAMAN,13,1.6227843025739896,0.7101370743533356,17.307692307692307,17.307692307692307,5.166960913741756,3.524776335231139,0.3073129420984161,15271.934615384616,Rice,0.4500486185947425,0.80912060156602,0.6111645674246113,0.7826496916176195,0.4579693810463041,0.6173,Moderate,0.4530496992598036,0.0,0.0,0.0,0.0635398819805963,0.2426748109843521,0.0754861292823965,0.1471655271119497,0.0064946685763201,0.0115892828045814,ANDAMAN AND NICOBAR ISLANDS|NORTH AND MIDDLE ANDAMAN,ANDAMAN NICOBAR ISLANDS|NORTH MIDDLE ANDAMAN,fuzzy_auto,0.909,1.0,35.0,639.0,andaman nicobar islands,north middle andaman,100.0,198.0,13310.286611318588,5848.184207677841,5185.614198446274,2557.5100051444024,2463.6000022888184,2817.161988377571,7080.349952191114,14123.0,756.0,41.0,25663.0,9422.0,96168.0,2.0,30.0,1.0,24.0,6.0,42.0,18.0,34.0,1.0,28.0,36.0,3.0,12.0,18.0,41.0,36.0,9279.320019960403,7189.210003376007,0.0,0.0,0.0,0.0,0.0,0.0,18444.38004207611,4015.199984192848,632.3200023304671,1294.1499954015017,1864.6400037109847,2098.3699926137924,42.0,6.0,10.0,105597.0,0.0,758.0,8367.0,873.0,2360.0,1042.0,38579.0,26199.0,26289.0,51208.336,13963.244,6051.569,0.2087945543254236,0.0,0.0012353305198148,0.0,0.2137015484965141,0.2258739410283338,0.0171554642955259,10206.724205879496,5848.184207677841,1.7452809014598931,0.2760103958481379,0.4817156724781402,0.0,0.06,0.18,0.42,0.34,,,,,,0.02,2.0,0.3,30.0,0.01,1.0,0.24,24.0,0.03,3.0,0.12,12.0,0.28,28.0,0.01,1.0,0.18,18.0,0.36,36.0,0.9424546209246328,0.7227022733045029,0.0535297033208241,0.0029030659208383,0.3671433581420722,0.0,0.0071782342301391,0.8485208036703054,0.3276912309805853,0.7912054456745763,1.9478997299250635,0.5311439765681464,False,False,False,0.2846333508152054,0.0,0.2846333508152054,False,,True,False,1.0,1.0,True
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMANS,15,1.46775178140685,0.675723765941056,15.066666666666666,15.066666666666666,4.376728277231785,3.1404733391087607,0.3054388020112883,11208.310666666666,Coconut,0.378765018766432,0.8466669315494824,0.5527770272040331,0.7447224150549377,0.395034595034595,0.5642,Moderate,0.274169952224736,0.0,0.0,0.0,0.0693182070970433,0.3810950755231267,0.0050844415090564,0.2553866874734498,0.009239275190207,0.0057063609823805,ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMANS,ANDAMAN NICOBAR ISLANDS|SOUTH ANDAMAN,fuzzy_auto,0.963,1.0,35.0,640.0,andaman nicobar islands,south andaman,68.0,108.0,7802.70012934308,1928.6719277167504,1268.0914314055626,1543.0098288917725,454.27169696817145,1240.5324830023385,1533.455999238584,4581.0,467.0,143.0,22441.0,4893.0,94821.0,1.0,26.0,1.0,14.0,7.0,19.0,24.0,18.0,0.0,8.0,16.0,2.0,1.0,6.0,15.0,32.0,4279.86000418663,6626.940024137497,0.0,0.0,0.0,0.0,0.0,55.18999862670898,14717.739914894104,4443.0099953264,1110.3099891394377,1520.749998882413,2579.0199990570545,1256.6500143110752,60.0,14.0,13.0,238142.0,0.0,4091.0,4438.0,1704.0,1080.0,920.0,96831.0,59064.0,23504.0,122679.822,38285.489,5165.735,0.1792886317750788,0.0,0.0070671390734827,0.0,0.1233832545626741,0.2213240328811963,0.010423757641926,3265.3729572655066,1928.6719277167504,1.6930681213010674,0.37990529695609,0.6432055473897715,0.0,0.1029411764705882,0.3529411764705882,0.2794117647058823,0.2647058823529412,0.0,0.0,0.0,0.0,1.0,0.0147058823529411,1.0,0.3823529411764705,26.0,0.0147058823529411,1.0,0.2058823529411764,14.0,0.0294117647058823,2.0,0.0147058823529411,1.0,0.1176470588235294,8.0,0.0,0.0,0.088235294117647,6.0,0.4705882352941176,32.0,1.7032744224717489,0.7128078928761202,0.1019428072473259,0.0312158917266972,0.2180384118354797,0.0,0.0171788260785581,0.6777204618029968,0.0840846423149611,0.8207113682249212,5.21952952688904,1.6288924863852965,False,False,False,0.4472017425249704,0.0,0.4472017425249704,True,,True,False,1.0,1.0,True
ANDHRA PRADESH,ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,23,1.2467352356622323,0.5011784805715372,28.73913043478261,28.73913043478261,3.6377769160411018,2.2024331437591687,0.1276407963846255,1080915.8695652173,Groundnut,0.6417372707082338,0.7989181074905679,0.4695389275012956,0.5523541826370473,0.778998778998779,0.6003,Moderate,0.0808937187525956,0.0001055063409391,0.0195423647377938,0.0,0.0035863708976264,0.7798198508390529,0.1077809418059926,0.0063130843348826,0.0002658373645698,0.0016923249265467,ANDHRA PRADESH|ANANTAPUR,ANDHRA PRADESH|ANANTAPUR,exact,1.0,1.0,28.0,553.0,andhra pradesh,anantapur,698.0,920.0,792248.9567916393,489081.5552495718,457164.5672618523,189879.9485643655,68071.7446199581,197553.13997290283,344694.7026518807,486603.0,25523.0,100325.0,491036.0,315522.0,1884618.0,12.0,19.0,89.0,266.0,42.0,45.0,473.0,138.0,41.0,194.94427319431853,225.0,47.94427319431853,63.0,159.0,151.0,424.0,869758.6996517181,1085760.359433174,146785.52015268803,23469.48996019364,105557.74013006689,15885.790030002594,0.0,1872.4999961853027,158160.32954883575,117247.9899378717,285124.74010166526,77662.43983654678,55745.630045712,12864.510018587112,920.0,132.0,31.0,4092401.0,583222.0,154343.0,377353.0,654062.0,35955.0,226390.0,2040818.0,970962.0,639152.0,1354555.35,3366187.462999999,713278.497,0.4323932334429998,0.042307185392587,0.0111250657151579,0.490779434887845,0.3193230260042566,0.4636726261825039,0.0355580519054725,715116.2604461759,489081.5552495718,1.4621615817862148,0.2762531785386131,0.4039267845054882,0.1687657970095224,0.0601719197707736,0.6776504297994269,0.0644699140401146,0.1977077363896848,0.1598896808184808,0.7191291078733477,0.108224503461922,0.0,0.0127567078462494,0.0171919770773638,12.0,0.0272206303724928,19.0,0.1275071633237822,89.0,0.3810888252148997,266.0,0.0686880704789663,47.94427319431853,0.0902578796561604,63.0,0.2792897896766741,194.94427319431853,0.0587392550143266,41.0,0.2277936962750716,159.0,0.6074498567335244,424.0,1.6281218093428098,1.4696092306175177,0.0524513823383744,0.2061742323824555,0.6425638853363094,0.1425134047225577,0.0377145348170914,0.3194626514964135,0.6339418801676583,0.5676067665570002,2.119300807945528,5.266646217175256,False,False,False,0.3643225928140809,0.1190913235635563,0.2452312692505245,False,58.89638467,True,False,1.0,1.0,True
ANDHRA PRADESH,CHITTOOR,ANDHRA PRADESH|CHITTOOR,23,1.5635968273986394,0.6624956587927207,28.08695652173913,28.08695652173913,4.855517783175787,3.096267178945185,0.1785735879408718,331330.26086956525,Groundnut,0.5004058737663039,0.7721692634014453,0.5888736889602822,0.7301435761881498,0.7606837606837606,0.6932,Moderate,0.2311588227482469,0.0001426397620343,0.0007746113296125,0.0,0.0022680640726788,0.5999912605260795,0.0674728065888809,0.0081955532086991,0.0851012178050115,0.0048950239587559,ANDHRA PRADESH|CHITTOOR,ANDHRA PRADESH|CHITTOOR,exact,1.0,1.0,28.0,554.0,andhra pradesh,chittoor,1098.0,1448.0,407460.90224223584,221269.87397246808,199265.2809945047,99850.73168794812,49348.26602073014,141816.808452107,145185.81857601553,401309.0,29009.0,92506.0,506450.0,302219.0,1936219.0,18.0,32.0,206.3031047576502,379.22029102667744,45.0,45.0,974.0000000596046,34.0,83.0,305.0,343.91718626902724,60.69689524234979,97.22029102667744,274.0,317.47660421567235,782.0,343206.7099791765,409551.8400938213,154546.8600921631,5935.91000854969,130095.06005811691,18503.769978404045,12.119999885559082,0.0,146411.64923483133,153779.47974278405,125198.77991241217,95693.2100545317,67870.63991916925,34227.11996616237,1448.0,100.0,33.0,4162811.0,785673.0,158949.0,404518.0,604210.0,29971.0,142968.0,1928705.0,1037151.0,714595.0,657698.361,452346.287,823958.709,0.3562716152975539,0.0586846684485131,0.0130940330150953,0.4499471740093793,0.4060294963111004,0.3693249193751846,0.0102953421461209,348464.27870318294,221269.87397246808,1.5748383295348252,0.4069766031108876,0.6409223538029079,0.4503025599398682,0.040983606557377,0.8870673953184013,0.040983606557377,0.0309653916211293,0.0384084801646762,0.8417839095551569,0.1197291874647047,7.842281546214196e-05,0.0,0.0163934426229508,18.0,0.029143897996357,32.0,0.1878898950433972,206.3031047576502,0.3453736712446971,379.22029102667744,0.0552795038637065,60.69689524234979,0.0885430701518009,97.22029102667744,0.2777777777777778,305.0,0.075591985428051,83.0,0.2495446265938069,274.0,0.7122040072859745,782.0,1.0153295895238728,0.8683191224298058,0.0722859442474502,0.2305106538851608,0.5967400533122716,0.1887361689012544,0.0381830931070375,0.3676915746991326,0.6126737888894361,0.6437283847024461,0.920379181214534,0.6330107081633652,False,False,False,0.49413069810755,0.2739713104128917,0.2201593876946583,False,51.33630731,True,False,1.0,1.0,True
ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH|EAST GODAVARI,23,1.4893540548844129,0.5873360194748418,28.0,28.0,4.501884109317755,2.467733695668893,0.1639427743923202,619492.0434782609,Rice,0.6222141183411347,0.7559830399618427,0.5609127628679544,0.6473093309999298,0.7582417582417582,0.6555,Moderate,0.6411437926317894,0.0094592926308419,0.0189589409050907,0.0,0.0592841245741514,0.09127463966446,0.1366255397040927,0.0031444415505354,0.0223931008834236,0.0177161274556145,ANDHRA PRADESH|EAST GODAVARI,ANDHRA PRADESH|EAST GODAVARI,exact,1.0,1.0,28.0,545.0,andhra pradesh,east godavari,1157.0,1312.0,392725.19628965855,269098.46575945616,245819.2298711688,182359.63897562027,69053.91185199842,179630.9293953702,80398.58911877126,523750.0,25783.0,22778.0,873470.0,446626.0,2832460.0,13.0,74.0,262.0,458.0,564.0,207.0,209.0,177.0,62.0,371.0,303.0,63.0,91.0,183.0,206.0,555.0,411134.4302835688,216676.27973296493,242608.85992735624,165676.31026387215,45018.0198853612,25821.99998986721,2010.2199783325195,4082.3099905848494,18349.12992227077,122284.33998003602,37882.61000324041,10265.96000018716,46863.18996348232,2167.4200162887573,1312.0,194.0,76.0,5154296.0,945269.0,213195.0,152451.0,878084.0,7956.0,243962.0,2093681.0,1428528.0,1065040.0,165119.414,806942.703,336559.49,0.117204987739304,0.0602172489213723,0.0150311830459482,0.4959100285154574,0.1297459235969965,0.7571516439664405,0.0060382708989406,497232.7806987874,269098.46575945616,1.8477726333202424,0.3612612369259432,0.6675286270711781,0.5900961876630556,0.4874675885911841,0.1806395851339671,0.1789109766637856,0.1529818496110631,0.6828947227653074,0.1855580206976678,0.1064346948350128,0.008285847340602,0.0168267143614098,0.0112359550561797,13.0,0.0639585133967156,74.0,0.226447709593777,262.0,0.3958513396715644,458.0,0.0544511668107173,63.0,0.0786516853932584,91.0,0.320656871218669,371.0,0.0535868625756266,62.0,0.1581676750216076,183.0,0.4796888504753673,555.0,0.7498333103382502,0.9493704643413602,0.0492276849642004,0.043490214797136,0.5113238004739716,0.1833943956652858,0.041362583755376,0.1250782679755125,0.6125350519014119,0.8827950122606959,0.1550358803425223,0.7576642220010515,False,False,False,0.6908097604526432,0.5282314601051218,0.1625783003475214,False,88.54051379,True,False,1.0,1.0,True
ANDHRA PRADESH,GUNTUR,ANDHRA PRADESH|GUNTUR,23,1.8601355694149648,0.7739223106693519,24.82608695652174,24.82608695652174,6.510143763277058,4.552740801836601,0.2670218006741255,731968.7826086957,Rice,0.3715880137915124,0.7135692767130364,0.7005545646635908,0.8529480851748726,0.6691086691086691,0.7409,Moderate,0.4502886853929741,0.0066463989138999,0.2211224023452651,0.0,0.0059946723791142,0.0205589071807647,0.2034359745206525,0.0893234220846434,0.0015062414754917,0.0011232957071939,ANDHRA PRADESH|GUNTUR,ANDHRA PRADESH|GUNTUR,exact,1.0,1.0,28.0,548.0,andhra pradesh,guntur,394.0,683.0,305542.5689190673,230927.35500492065,223629.8650013348,123249.28109301534,24627.14500865247,144763.08679607976,65924.60002662241,361109.0,12134.0,12355.0,441346.0,253352.0,1583063.0,10.0,40.0,18.0,162.0,269.0000000298023,18.0,63.0,44.0,40.0,228.0,143.2740198190435,26.0,41.72598018095648,127.0,81.0,259.72598018095647,558268.8501224518,268306.09933814406,359154.5799486637,283166.539375782,57746.8899615109,10024.130004882812,71.38999938964844,8145.630024343729,76722.60995548964,142559.05008125305,38338.56999120116,30853.260081857443,26925.189958542585,21511.47997301817,664.0,140.0,46.0,4887813.0,957407.0,247089.0,289829.0,1035569.0,12512.0,192387.0,2381624.0,1296609.0,842232.0,648145.563,495182.983,384164.845,0.2032994112554149,0.0720405556381334,0.0159220753878576,0.5697382958089792,0.278391432683502,0.6238529794125358,0.0107547723096126,371506.2911030026,230927.35500492065,1.608758265538037,0.3896652365328134,0.6268771700649979,0.6433362346294013,0.6827411168269094,0.1598984771573604,0.0456852791878172,0.1116751269035533,0.7884252509760986,0.1607856151060738,0.0279103499740432,0.000198772348986,0.0226800115947983,0.0253807106598984,10.0,0.1015228426395939,40.0,0.0456852791878172,18.0,0.4111675126903553,162.0,0.065989847715736,26.0,0.1059035029973514,41.72598018095648,0.5786802030456852,228.0,0.1015228426395939,40.0,0.3223350253807107,127.0,0.6592029953831382,259.72598018095647,0.8461228297247293,1.0287926667654437,0.0336020425965567,0.0342140461744237,0.5740439473791538,0.1958763561535599,0.0505520567173907,0.1975701448803729,0.6425434913319651,0.796700588744585,0.7695570377283218,0.5879413071457745,False,False,False,0.687097993144235,0.5723937639516957,0.1147042291925393,False,70.36886907,True,False,1.0,1.0,True
ANDHRA PRADESH,KADAPA,ANDHRA PRADESH|KADAPA,23,2.0628304866943385,0.807940929546699,29.17391304347826,29.17391304347826,8.095350749513868,5.550661543319078,0.2806950840047884,377647.39130434784,Groundnut,0.2891277692901936,0.6044738075200123,0.7768924681309356,0.8904403701648628,0.7912087912087912,0.8195,High,0.1950789153443113,0.0004767502236385,0.0550718464083703,0.0,0.0153596234813012,0.4687168499716206,0.2219870387490516,0.0336731181260642,0.0013924882769641,0.0082433694186778,ANDHRA PRADESH|KADAPA,ANDHRA PRADESH|YSR KADAPA,parent_map,1.0,1.0,28.0,551.0,andhra pradesh,ysr kadapa,675.0,829.0,387990.8916762844,214140.16413603723,149216.7790799886,156583.55514669418,43612.93700508773,122665.70981167255,149767.025907211,286942.0,15232.0,46171.0,312772.0,193579.0,1152686.0,9.0,18.0,32.0,172.0,85.0,23.0,504.0,63.0,33.0,179.0,165.0,40.0,40.0,184.0,126.0,335.0,351493.2094422877,370569.73063892126,136940.350061208,19196.959902763367,107327.09004270284,10235.499998241665,0.0,180.7999992370605,167156.35002732277,201185.21017992496,93538.4598449692,62478.41010069847,50323.05993210152,21813.019939407703,829.0,83.0,34.0,2853650.0,459982.0,75299.0,216529.0,396544.0,25659.0,142629.0,1309414.0,699255.0,477542.0,488121.4630000001,425505.992,1944395.454,0.2765055220580246,0.0616237054280054,0.0062992235564385,0.4405031657129707,0.1831579757421287,0.3942455104397388,0.0182559859524679,349413.2712317705,214140.16413603723,1.6317035743458106,0.3510619656180911,0.5728290641159054,0.3895960046525237,0.1259259259259259,0.7466666666666667,0.034074074074074,0.0933333333333333,0.1401848316494124,0.783750662879274,0.0747442225940433,0.0,0.0013202828772702,0.0133333333333333,9.0,0.0266666666666666,18.0,0.0474074074074074,32.0,0.2548148148148148,172.0,0.0592592592592592,40.0,0.0592592592592592,40.0,0.2651851851851852,179.0,0.0488888888888888,33.0,0.2725925925925926,184.0,0.4962962962962963,335.0,1.3521578983776663,1.2177139325430593,0.0530838984881962,0.1609070822674965,0.6189140971698234,0.1611907556988418,0.0263869079950239,0.3099566013660779,0.5967257108905205,0.7234944779419754,1.0221539948318683,0.8910336514903401,False,False,False,0.450260536744924,0.269827842379591,0.1804326943653329,False,,True,False,1.0,1.0,True
ANDHRA PRADESH,KARIMNAGAR,ANDHRA PRADESH|KARIMNAGAR,16,1.6057155646877728,0.7130338997357826,23.1875,23.1875,5.051013066607032,3.5513237826399413,0.2256135916359392,584879.8125,Rice,0.4300387782660903,0.8500231404379339,0.6047362283100616,0.7858423139635332,0.6230921855921856,0.6712,Moderate,0.6366677683887405,0.00148492045962,0.2174252252893409,0.0,7.693888391813831e-06,0.0437396486479006,0.0638947510263059,0.032853758309533,0.0027474661728045,0.0011787678173624,ANDHRA PRADESH|KARIMNAGAR,ANDHRA PRADESH|KARIMNAGAR,exact,1.0,5.0,28.0,534.0,andhra pradesh,karimnagar,431.0,1031.0,297654.3538827766,219952.93580587945,215158.9557079299,162309.2027896269,33412.26597076643,144287.39099974732,67583.59154835145,241735.0,8348.0,21657.0,265895.0,180366.0,918316.0,12.0,24.0,86.0,247.0,87.0,20.0,311.0,13.0,53.0,194.0,58.0,49.0,77.0,111.0,154.0,223.0,458293.5501098633,399957.48956155777,268486.8901605606,76364.28009605408,151934.9999986887,32538.05003857613,1966.570010781288,5682.990024089813,103082.09982895853,125608.38005958498,139806.6900638342,70344.14010810852,62345.87011875212,28539.66997528821,1031.0,109.0,73.0,3776269.0,709757.0,106745.0,344598.0,584654.0,15792.0,172205.0,1876768.0,976022.0,711828.0,1123292.475,447048.237,5581808.785,0.3827628016239716,0.0614650831444424,0.0100266070823932,0.3513963560686691,0.2210526034434164,0.6252023478687858,0.0134484734936181,410880.4244683232,219952.93580587945,1.8680379189434773,0.3511663793339737,0.655992112453952,0.5858404293409721,0.2018561484918793,0.7215777262180975,0.0464037122969837,0.0301624129930394,0.2844246139847525,0.5658935522084936,0.1211904611737023,0.0073246407284517,0.0211667319045998,0.0278422273781902,12.0,0.0556844547563805,24.0,0.1995359628770301,86.0,0.5730858468677494,247.0,0.1136890951276102,49.0,0.1786542923433874,77.0,0.4501160092807424,194.0,0.1229698375870069,53.0,0.2575406032482598,111.0,0.5174013921113689,223.0,1.2313250207159765,1.6997142510117411,0.0345336835791259,0.0895898401141746,0.6783354331597059,0.1879519176202754,0.0282673188800903,0.3225690960564744,0.5953048005933606,0.6172371983760283,1.5780391822181763,0.6280284520979788,False,False,False,0.681015348418424,0.4016592828144869,0.2793560656039371,False,,True,True,0.2,5.0,True
ANDHRA PRADESH,KHAMMAM,ANDHRA PRADESH|KHAMMAM,16,1.868662209576459,0.7635136865846035,22.5,22.5,6.5676801245119805,4.341677546519097,0.3088964796214529,425914.5625,Rice,0.3834018647812728,0.7072989844060568,0.70376582344741,0.8414766288542599,0.6037851037851037,0.7163,Moderate,0.4706949002242674,0.0123206928384844,0.2603837946959139,0.0,0.0157785459613158,0.0378680700780218,0.1316850078353449,0.0619807405622577,0.0092599263966232,2.832140777060188e-05,ANDHRA PRADESH|KHAMMAM,ANDHRA PRADESH|KHAMMAM,exact,1.0,3.0,28.0,541.0,andhra pradesh,khammam,349.0,1099.0,189586.2880891561,138486.4510743618,136986.7860929966,79545.23100912571,17179.784010956064,97011.8941102028,43568.10500454903,134224.0,5087.0,7917.0,152462.0,104358.0,630311.0,14.0,24.0,37.0,200.0891265597148,155.0,39.0,139.00000000745058,16.0,69.0,169.0,96.0,81.0,128.9108734402852,128.0,130.9108734402852,222.0,420719.0203547478,328401.7303061485,178393.91989855468,50252.11001694202,68701.3899140656,40419.76998099685,1384.200002193451,17636.450063094497,393085.270126164,133528.18019157648,60289.67989575118,25786.949962347742,65295.78984095529,30386.48000600934,901.0,86.0,141.0,2797370.0,462896.0,765565.0,213065.0,667342.0,11907.0,137195.0,1410062.0,754034.0,503463.0,525755.794,3626530.963,375100.5,0.3495782580212382,0.0565429494920687,0.0957499774629044,0.5081979892233784,0.2952464231479593,0.5949627552120909,0.0144678128334555,233711.8011130784,138486.4510743618,1.6876149204486748,0.4150919793017421,0.7005154176281924,0.4240215233153329,0.4441260744985673,0.3982808023136119,0.1117478510028653,0.0458452722063037,0.2816918313322481,0.3851106019914273,0.2265759392816853,0.0077592330633781,0.0988623943312609,0.0401146131805157,14.0,0.0687679083094555,24.0,0.1060171919770773,37.0,0.5733212795407301,200.0891265597148,0.2320916905444126,81.0,0.3693721302013902,128.9108734402852,0.484240687679083,169.0,0.1977077363896848,69.0,0.3667621776504298,128.0,0.6361031518624641,222.0,1.4124619150759636,1.7412072439584454,0.0378993324591727,0.0589834902848968,0.6844853143734176,0.1654754287062491,0.2736731286887326,0.2185235874577104,0.7301161225534764,0.6504217419787618,1.0442789122537306,7.203172751522952,False,False,False,0.6900831890816452,0.35200365241197,0.3380795366696752,True,,True,True,0.3333333333333333,3.0,True
